chr,start,end,gene_id,gene_name
chr11,58111210,58112137,ENSG00000255431.1_3,OR5B19P
chr11,58116462,58117103,ENSG00000255096.2_5,OR5B10P
chr11,58121477,58121972,ENSG00000255333.1_7,ENSG00000255333
chr11,58125597,58126542,ENSG00000197786.3_6,OR5B17
chr11,58133309,58134236,ENSG00000233499.1_5,OR5B1P
chr11,58155056,58155959,ENSG00000273408.1_5,OR5B15P
chr11,58169937,58174347,ENSG00000172769.4_10,OR5B3
chr11,58188711,58195594,ENSG00000172365.4_9,OR5B2
chr11,58206467,58209709,ENSG00000172362.4_9,OR5B12
chr11,58259246,58260953,ENSG00000285895.1_7,ENSG00000285895
chr11,58265361,58273231,ENSG00000255299.5_10,ENSG00000255299
chr11,58274280,58275578,ENSG00000198283.3_4,OR5B21
chr11,58294344,58345693,ENSG00000110031.13_10,LPXN
chr11,58346536,58389023,ENSG00000186660.15_7,ZFP91
chr11,58346645,58392112,ENSG00000255073.8_10,ZFP91-CNTF
chr11,58378592,58380115,ENSG00000269570.2_8,ENSG00000269570
chr11,58390138,58393206,ENSG00000242689.3_7,CNTF
chr11,58394908,58396001,ENSG00000280010.1_7,ENSG00000280010
chr11,58407899,58499447,ENSG00000149124.11_8,GLYAT
chr11,58433274,58433366,ENSG00000265783,AP000445.3
chr11,58452559,58459334,ENSG00000197254.4_6,ENSG00000197254
chr11,58516472,58528526,ENSG00000254926.1_7,ENSG00000254926
chr11,76060942,76092176,ENSG00000137492.9_8,THAP12
chr11,76092347,76125663,ENSG00000179240.13_16,GVQW3
chr11,76115184,76115296,ENSG00000201756,Y_RNA
chr11,76146603,76155734,ENSG00000255135.5_12,EMSY-DT
chr11,76155967,76264075,ENSG00000158636.17_15,EMSY
chr11,76302067,76302255,ENSG00000254755.1_7,ENSG00000254755
chr11,76318897,76341509,ENSG00000255363.3_12,LINC02757
chr11,76336506,76337878,ENSG00000255479.1_11,ENSG00000255479
chr11,76364641,76367958,ENSG00000254810.2_10,ENSG00000254810
chr11,76368028,76374910,ENSG00000236304.3_9,ENSG00000236304
chr11,76368568,76381791,ENSG00000137507.11_11,LRRC32
chr11,76386123,76414239,ENSG00000254975.1_10,ENSG00000254975
chr11,76405085,76430845,ENSG00000204529.4_9,GUCY2EP
chr11,76470960,76479666,ENSG00000254632.2_11,ENSG00000254632
chr11,76493295,76509197,ENSG00000182704.8_10,TSKU
chr11,76493625,76494106,ENSG00000255100.1_10,TSKU-AS1
chr11,76511408,76515599,ENSG00000261578.1_8,ENSG00000261578
chr11,109674631,109958910,ENSG00000289465.1_1,ENSG00000289465
chr11,109735021,110167437,ENSG00000137710.17_10,RDX
chr11,109777730,109778467,ENSG00000254798.1_5,TFAMP2
chr11,109817307,109846722,ENSG00000287245.1_3,ENSG00000287245
chr11,109852918,109853769,ENSG00000224776.3_5,RPSAP50
chr11,109855969,109856386,ENSG00000270423.1_7,ENSG00000270423
chr11,109920253,109920885,ENSG00000255210.1_7,ENSG00000255210
chr11,109964118,110042566,ENSG00000149289.11_11,ZC3H12C
chr11,110199133,110202138,ENSG00000290078.1_1,ENSG00000290078
chr11,127965653,128053566,ENSG00000273415.3_10,LINC02725
chr11,128078644,128111336,ENSG00000272575.7_8,LINC02098
chr11,128160288,128164266,ENSG00000289398.1_1,ENSG00000289398
chr11,128171630,128172488,ENSG00000289093.1_1,ENSG00000289093
chr11,128198645,128199178,ENSG00000289936.1_1,ENSG00000289936
chr11,128328656,128457453,ENSG00000134954.14_11,ETS1
chr11,128396037,128400284,ENSG00000254588.1_7,ETS1-AS1
chr11,128078644,128111336,ENSG00000272575.7_8,LINC02098
chr11,128160288,128164266,ENSG00000289398.1_1,ENSG00000289398
chr11,128171630,128172488,ENSG00000289093.1_1,ENSG00000289093
chr11,128198645,128199178,ENSG00000289936.1_1,ENSG00000289936
chr11,128328656,128457453,ENSG00000134954.14_11,ETS1
chr11,128396037,128400284,ENSG00000254588.1_7,ETS1-AS1
chr11,128484235,128556817,ENSG00000245008.4_11,ENSG00000245008
chr11,128498873,128499940,ENSG00000288975.1_1,ENSG00000288975
chr11,128556430,128683162,ENSG00000151702.18_10,FLI1
chr11,128561559,128565918,ENSG00000254703.4_12,SENCR
chr11,128160288,128164266,ENSG00000289398.1_1,ENSG00000289398
chr11,128171630,128172488,ENSG00000289093.1_1,ENSG00000289093
chr11,128198645,128199178,ENSG00000289936.1_1,ENSG00000289936
chr11,128328656,128457453,ENSG00000134954.14_11,ETS1
chr11,128396037,128400284,ENSG00000254588.1_7,ETS1-AS1
chr11,128484235,128556817,ENSG00000245008.4_11,ENSG00000245008
chr11,128498873,128499940,ENSG00000288975.1_1,ENSG00000288975
chr11,128556430,128683162,ENSG00000151702.18_10,FLI1
chr11,128561559,128565918,ENSG00000254703.4_12,SENCR
chr12,6058043,6233936,ENSG00000110799.14_6,VWF
chr12,6204867,6205136,ENSG00000240533,RN7SL69P
chr12,6264201,6269885,ENSG00000255775.1_10,ENSG00000255775
chr12,6308881,6347437,ENSG00000010278.15_11,CD9
chr12,6343511,6343621,ENSG00000202318,Y_RNA
chr12,6379334,6379591,ENSG00000256103.2_5,ATP5MFP5
chr12,6419602,6437672,ENSG00000008323.16_8,PLEKHG6
chr12,6437923,6451280,ENSG00000067182.9_9,TNFRSF1A
chr12,6453720,6453999,ENSG00000265388,RN7SL391P
chr12,6456009,6486896,ENSG00000111319.13_14,SCNN1A
chr12,6484211,6500737,ENSG00000111321.11_13,LTBR
chr12,6503045,6505314,ENSG00000256433.3_11,ENSG00000256433
chr12,6518803,6519179,ENSG00000213942.3_9,ENSG00000213942
chr12,6547664,6548018,ENSG00000224906.3_6,SRP14P1
chr12,6548167,6560773,ENSG00000215039.9_10,CD27-AS1
chr12,6554121,6560884,ENSG00000139193.4_5,CD27
chr12,6560856,6575683,ENSG00000139192.12_7,TAPBPL
chr12,6571403,6579843,ENSG00000139190.17_7,VAMP1
chr12,6575703,6576301,ENSG00000276718.1_9,ENSG00000276718
chr12,6586880,6589373,ENSG00000256913.1_9,ENSG00000256913
chr12,6601052,6603007,ENSG00000111639.8_9,MRPL51
chr12,6602522,6641121,ENSG00000010292.13_7,NCAPD2
chr12,6619441,6619688,ENSG00000276232.1_9,ENSG00000276232
chr12,6641456,6642664,ENSG00000255966.1_10,GAPDH-DT
chr12,6643678,6647540,ENSG00000111640.15_7,GAPDH
chr12,6646960,6647536,ENSG00000269968.1_10,ENSG00000269968
chr12,6648127,6665239,ENSG00000010295.20_11,IFFO1
chr12,6652670,6654097,ENSG00000245667.2_8,ENSG00000245667
chr12,6666029,6677857,ENSG00000111641.12_14,NOP2
chr12,6666052,6716533,ENSG00000285238.2_12,ENSG00000285238
chr12,6679248,6723690,ENSG00000111642.16_15,CHD4
chr12,6687788,6693905,ENSG00000247853.2_8,ENSG00000247853
chr12,6690640,6690775,ENSG00000251898,SCARNA11
chr12,6264201,6269885,ENSG00000255775.1_10,ENSG00000255775
chr12,6308881,6347437,ENSG00000010278.15_11,CD9
chr12,6343511,6343621,ENSG00000202318,Y_RNA
chr12,6379334,6379591,ENSG00000256103.2_5,ATP5MFP5
chr12,6419602,6437672,ENSG00000008323.16_8,PLEKHG6
chr12,6437923,6451280,ENSG00000067182.9_9,TNFRSF1A
chr12,6453720,6453999,ENSG00000265388,RN7SL391P
chr12,6456009,6486896,ENSG00000111319.13_14,SCNN1A
chr12,6484211,6500737,ENSG00000111321.11_13,LTBR
chr12,6503045,6505314,ENSG00000256433.3_11,ENSG00000256433
chr12,6518803,6519179,ENSG00000213942.3_9,ENSG00000213942
chr12,6547664,6548018,ENSG00000224906.3_6,SRP14P1
chr12,6548167,6560773,ENSG00000215039.9_10,CD27-AS1
chr12,6554121,6560884,ENSG00000139193.4_5,CD27
chr12,6560856,6575683,ENSG00000139192.12_7,TAPBPL
chr12,6571403,6579843,ENSG00000139190.17_7,VAMP1
chr12,6575703,6576301,ENSG00000276718.1_9,ENSG00000276718
chr12,6586880,6589373,ENSG00000256913.1_9,ENSG00000256913
chr12,6601052,6603007,ENSG00000111639.8_9,MRPL51
chr12,6602522,6641121,ENSG00000010292.13_7,NCAPD2
chr12,6619441,6619688,ENSG00000276232.1_9,ENSG00000276232
chr12,6641456,6642664,ENSG00000255966.1_10,GAPDH-DT
chr12,6643678,6647540,ENSG00000111640.15_7,GAPDH
chr12,6646960,6647536,ENSG00000269968.1_10,ENSG00000269968
chr12,6648127,6665239,ENSG00000010295.20_11,IFFO1
chr12,6652670,6654097,ENSG00000245667.2_8,ENSG00000245667
chr12,6666029,6677857,ENSG00000111641.12_14,NOP2
chr12,6666052,6716533,ENSG00000285238.2_12,ENSG00000285238
chr12,6679248,6723690,ENSG00000111642.16_15,CHD4
chr12,6687788,6693905,ENSG00000247853.2_8,ENSG00000247853
chr12,6690640,6690775,ENSG00000251898,SCARNA11
chr12,6728001,6745126,ENSG00000184574.10_7,LPAR5
chr12,6747241,6756599,ENSG00000111644.8_10,ACRBP
chr12,106889736,107168704,ENSG00000257545.5_13,ENSG00000257545
chr12,106976782,107156581,ENSG00000111783.13_9,RFX4
chr12,107072361,107078485,ENSG00000257711.2_12,ENSG00000257711
chr12,107108702,107126844,ENSG00000257918.1_11,ENSG00000257918
chr12,107168399,107283094,ENSG00000111785.21_11,RIC8B
chr12,107260955,107265283,ENSG00000287957.1_5,ENSG00000287957
chr12,107295061,107295762,ENSG00000257119.1_7,EEF1B2P4
chr12,107304535,107304887,ENSG00000240631.1_5,RPL30P12
chr12,107347807,107349282,ENSG00000260329.2_11,TMEM263-DT
chr12,107349497,107372556,ENSG00000151135.10_8,TMEM263
chr12,107371055,107380938,ENSG00000120832.10_10,MTERF2
chr12,107385142,107487327,ENSG00000008405.12_8,CRY1
chr12,111471969,111788358,ENSG00000111249.14_6,CUX2
chr12,111740604,111740703,ENSG00000221386,AC002979.1
chr12,111777331,111777425,ENSG00000253080.1_2,RNA5SP373
chr12,111798455,111806925,ENSG00000198324.14_14,PHETA1
chr12,111807065,111841114,ENSG00000257595.3_11,LINC02356
chr12,111819671,111823442,ENSG00000257539.2_7,HSPA8P14
chr12,111843727,111889427,ENSG00000111252.11_10,SH2B3
chr12,111881289,112037480,ENSG00000204842.18_17,ATXN2
chr12,111925282,111925382,ENSG00000266269,AC002395.1
chr12,112002625,112002687,ENSG00000272215,U7
chr12,112019183,112019577,ENSG00000238168.5_8,IFITM3P5
chr12,112037302,112038060,ENSG00000258099.1_7,ATXN2-AS
chr12,112079950,112123760,ENSG00000089234.16_8,BRAP
chr12,112107656,112108166,ENSG00000258359.1_5,PCNPP1
chr12,112123857,112194911,ENSG00000111271.15_13,ACAD10
chr14,35221937,35344853,ENSG00000198604.11_14,BAZ1A
chr14,35314506,35314566,ENSG00000251726,RNU7-41P
chr14,35343549,35345665,ENSG00000258738.1_8,BAZ1A-AS1
chr14,35380786,35452118,ENSG00000258704.8_11,SRP54-AS1
chr14,35390071,35390212,ENSG00000258493.2_9,ENSG00000258493
chr14,35402650,35402749,ENSG00000199980,Y_RNA
chr14,35408530,35409538,ENSG00000226677.3_5,IGBP1P1
chr14,35451163,35498892,ENSG00000100883.13_9,SRP54
chr14,35514323,35585836,ENSG00000151327.14_12,FAM177A1
chr14,35554673,35591723,ENSG00000092020.11_12,PPP2R3C
chr14,35555241,35557265,ENSG00000279434.1_8,ENSG00000279434
chr14,35591052,35746828,ENSG00000100890.16_11,PRORP
chr14,35591755,35786680,ENSG00000258790.1_9,ENSG00000258790
chr14,35613227,35613686,ENSG00000241052.1_5,RPL23AP70
chr14,35627110,35628305,ENSG00000259090.1_6,SEPTIN7P1
chr14,35688229,35688489,ENSG00000282625.1_5,MRPL57P8
chr14,35691380,35691952,ENSG00000282308.1_5,DPRXP3
chr14,35704386,35704857,ENSG00000256243.2_5,RPL7AP3
chr14,35731668,35732242,ENSG00000240392.1_5,RPL9P3
chr14,35747839,35786699,ENSG00000100902.11_12,PSMA6
chr14,35760692,35760782,ENSG00000265530,AL121594.1
chr14,35554673,35591723,ENSG00000092020.11_12,PPP2R3C
chr14,35591052,35746828,ENSG00000100890.16_11,PRORP
chr14,35591755,35786680,ENSG00000258790.1_9,ENSG00000258790
chr14,35613227,35613686,ENSG00000241052.1_5,RPL23AP70
chr14,35627110,35628305,ENSG00000259090.1_6,SEPTIN7P1
chr14,35688229,35688489,ENSG00000282625.1_5,MRPL57P8
chr14,35691380,35691952,ENSG00000282308.1_5,DPRXP3
chr14,35704386,35704857,ENSG00000256243.2_5,RPL7AP3
chr14,35731668,35732242,ENSG00000240392.1_5,RPL9P3
chr14,35747839,35786699,ENSG00000100902.11_12,PSMA6
chr14,35760692,35760782,ENSG00000265530,AL121594.1
chr14,35831438,35832834,ENSG00000258860.1_10,ENSG00000258860
chr14,35857327,35858275,ENSG00000240023.1_8,RPLP0P3
chr14,35870285,35873955,ENSG00000100906.12_9,NFKBIA
chr14,35899466,35899837,ENSG00000259022.2_7,DNAJC8P1
chr14,35916209,35916831,ENSG00000259017.1_10,ENSG00000259017
chr14,35937478,35938536,ENSG00000259105.1_5,RPS3AP4
chr14,35981031,35982295,ENSG00000258783.1_5,KRT18P6
chr14,36003370,36006260,ENSG00000168348.4_6,INSM2
chr14,36007558,36278510,ENSG00000174373.17_13,RALGAPA1
chr14,75480472,75518235,ENSG00000119684.16_9,MLH3
chr14,75519940,75536186,ENSG00000119640.9_7,ACYP1
chr14,75530812,75586205,ENSG00000119703.15_8,ZC2HC1C
chr14,75546056,75594047,ENSG00000119638.14_10,NEK9
chr14,75583129,75583303,ENSG00000258978.1_5,HIF1AP1
chr14,75593856,75603633,ENSG00000259138.1_8,ENSG00000259138
chr14,75598172,75643315,ENSG00000170348.9_7,TMED10
chr14,75642923,75644121,ENSG00000273565.2_9,ENSG00000273565
chr14,75668784,75668872,ENSG00000252013,RNU4ATAC14P
chr14,75705319,75735986,ENSG00000258740.1_10,ENSG00000258740
chr14,75724323,75725674,ENSG00000289340.2_2,ENSG00000289340
chr14,75726114,75738653,ENSG00000258820.5_8,ENSG00000258820
chr14,75745529,75748933,ENSG00000170345.10_7,FOS
chr14,75758834,75759198,ENSG00000119660.4_8,DPPA5P4
chr14,75761107,75764812,ENSG00000259687.4_10,LINC01220
chr14,75802658,75808069,ENSG00000289844.1_1,ENSG00000289844
chr14,75890386,75894444,ENSG00000259319.2_10,JDP2-AS1
chr14,75893646,75894179,ENSG00000289918.1_1,ENSG00000289918
chr14,75894419,75940814,ENSG00000140044.13_11,JDP2
chr14,75988798,76013336,ENSG00000156127.8_7,BATF
chr14,88176763,88338635,ENSG00000258807.5_11,ENSG00000258807
chr14,88277326,88304683,ENSG00000259077.1_8,ENSG00000259077
chr14,88304164,88460009,ENSG00000054983.17_14,GALC
chr14,88418871,88421547,ENSG00000259096.1_5,SHLD2P2
chr14,88462689,88462792,ENSG00000252783,RNU6-835P
chr14,88471479,88481155,ENSG00000140030.6_6,GPR65
chr14,88477131,88481955,ENSG00000258407.1_11,ENSG00000258407
chr14,88484525,88502663,ENSG00000258826.6_11,LINC01147
chr14,88490863,88564369,ENSG00000258867.8_11,LINC01146
chr14,88603077,88626189,ENSG00000258975.1_11,ENSG00000258975
chr14,88624584,88626935,ENSG00000259998.1_11,ENSG00000259998
chr14,88641735,88646542,ENSG00000258538.5_8,ENSG00000258538
chr14,88646447,88793251,ENSG00000100433.16_10,KCNK10
chr15,67212149,67224093,ENSG00000259437.1_8,ENSG00000259437
chr15,67223875,67248856,ENSG00000259289.2_9,LINC02206
chr15,67276441,67357606,ENSG00000259347.9_13,ENSG00000259347
chr15,67293152,67293423,ENSG00000259246.4_7,HMGN2P47
chr15,67356101,67487511,ENSG00000166949.17_10,SMAD3
chr15,67435072,67439277,ENSG00000259202.1_10,ENSG00000259202
chr15,67493005,67547533,ENSG00000103591.13_11,AAGAB
chr15,67524784,67525175,ENSG00000242634.1_5,RPS24P16
chr15,67547124,67794598,ENSG00000103599.20_15,IQCH
chr15,67582974,67814182,ENSG00000259673.6_9,IQCH-AS1
chr16,11038396,11276043,ENSG00000038532.17_14,CLEC16A
chr16,11120881,11121620,ENSG00000229917.2_7,RPL7P46
chr16,11150413,11150891,ENSG00000274038.1_9,ENSG00000274038
chr16,11160353,11164959,ENSG00000262020.1_10,ENSG00000262020
chr16,11249155,11256675,ENSG00000287121.1_5,ENSG00000287121
chr16,11290034,11318826,ENSG00000263033.2_10,ENSG00000263033
chr16,11336510,11337409,ENSG00000263179.1_5,HNRNPCP4
chr16,11343476,11475519,ENSG00000175643.10_7,RMI2
chr16,11348274,11350061,ENSG00000185338.7_7,SOCS1
chr16,11361605,11363390,ENSG00000178279.4_10,TNP2
chr16,11367056,11367486,ENSG00000178257.4_6,PRM3
chr16,11367970,11368093,ENSG00000212228,SNORA48
chr16,11369496,11370337,ENSG00000122304.11_10,PRM2
chr16,11374698,11375187,ENSG00000175646.4_7,PRM1
chr16,11384426,11388763,ENSG00000287429.1_7,ENSG00000287429
chr16,11387067,11387170,ENSG00000238409,snoU13
chr16,11400297,11400384,ENSG00000221801,MIR548H2
chr16,11408924,11409035,ENSG00000199668,Y_RNA
chr16,11435666,11439068,ENSG00000263080.1_12,ENSG00000263080
chr16,11442000,11443178,ENSG00000262703.1_12,ENSG00000262703
chr16,11442584,11442653,ENSG00000238774,AC009121.1
chr16,11453702,11621103,ENSG00000188897.10_15,ENSG00000188897
chr16,11474716,11474975,ENSG00000262636.1_8,ENSG00000262636
chr16,11559116,11567030,ENSG00000262999.1_8,ENSG00000262999
chr16,11561497,11561585,ENSG00000272310,snoU13
chr16,11571888,11572132,ENSG00000265731,RN7SL522P
chr16,28270007,28303494,ENSG00000283662.1_8,ENSG00000283662
chr16,28270567,28335170,ENSG00000188322.8_10,SBK1
chr16,28296206,28303385,ENSG00000246465.1_10,ENSG00000246465
chr16,28352758,28352864,ENSG00000277191.1_8,ENSG00000277191
chr16,28353838,28374829,ENSG00000198156.11_9,NPIPB6
chr16,28376021,28376654,ENSG00000271623.1_7,ENSG00000271623
chr16,28390900,28415162,ENSG00000205609.13_6,EIF3CL
chr16,28425024,28426339,ENSG00000261089.1_5,CDC37P2
chr16,28453987,28454090,ENSG00000238703,snoU13
chr16,28462965,28466677,ENSG00000275654.1_7,ENSG00000275654
chr16,28465462,28465832,ENSG00000270118.1_8,ENSG00000270118
chr16,28467692,28503419,ENSG00000261832.6_14,ENSG00000261832
chr16,28467693,28481868,ENSG00000233232,NPIPB7
chr16,28485432,28506896,ENSG00000188603.22_15,CLN3
chr16,28505964,28510285,ENSG00000184730.12_9,APOBR
chr16,28510683,28523372,ENSG00000197272.2_10,IL27
chr16,28544029,28550329,ENSG00000176046.9_7,NUPR1
chr16,28548361,28631454,ENSG00000289754.1_1,ENSG00000289754
chr16,28559652,28559979,ENSG00000271495.1_7,ENSG00000271495
chr16,28565028,28565519,ENSG00000275441.2_9,ENSG00000275441
chr16,28565236,28603111,ENSG00000176476.9_6,SGF29
chr16,28603264,28608371,ENSG00000197165.11_10,SULT1A2
chr16,28603376,28634684,ENSG00000288656.2_5,ENSG00000288656
chr16,28610562,28613202,ENSG00000278665.1_9,ENSG00000278665
chr16,28613661,28615840,ENSG00000278725.1_7,ENSG00000278725
chr16,28616517,28625600,ENSG00000196502.14_13,SULT1A1
chr16,28616908,28634946,ENSG00000289755.1_1,ENSG00000289755
chr16,28623452,28626205,ENSG00000285020.1_6,ENSG00000285020
chr16,28631384,28634803,ENSG00000289756.1_1,ENSG00000289756
chr16,28648975,28670065,ENSG00000255524.8_5,NPIPB8
chr16,28671017,28752102,ENSG00000261419.1_9,ENSG00000261419
chr16,28683554,28683657,ENSG00000238684,snoU13
chr16,28699879,28747048,ENSG00000184110.15_7,EIF3C
chr16,28711615,28712861,ENSG00000259982.1_7,CDC37P1
chr16,28761280,28761916,ENSG00000270424.1_7,ENSG00000270424
chr16,28763108,28784128,ENSG00000196993.8_6,NPIPB9
chr16,30234218,30266589,ENSG00000198064.15_11,NPIPB13
chr16,30278874,30346716,ENSG00000183604.16_10,SMG1P5
chr16,30290569,30290672,ENSG00000239114,snoU13
chr16,30347721,30354657,ENSG00000273724.1_8,ENSG00000273724
chr16,30362094,30366629,ENSG00000169217.9_7,CD2BP2
chr16,30365986,30374942,ENSG00000260219.4_13,CD2BP2-DT
chr16,30368423,30381815,ENSG00000169221.14_7,TBC1D10B
chr16,30371146,30371657,ENSG00000274653.1_11,ENSG00000274653
chr16,30382255,30389312,ENSG00000180209.12_9,MYLPF
chr16,30389427,30411429,ENSG00000180035.13_8,ZNF48
chr16,30389456,30407312,ENSG00000180096.13_12,SEPTIN1
chr16,30391084,30391431,ENSG00000280137.1_10,ENSG00000280137
chr16,30418735,30442429,ENSG00000179965.12_6,ZNF771
chr16,30430946,30431080,ENSG00000199787,SNORA42
chr16,30434936,30441351,ENSG00000179958.10_8,DCTPP1
chr16,30454952,30457195,ENSG00000179918.19_8,SEPHS2
chr16,30465318,30465418,ENSG00000202476,Y_RNA
chr16,30482908,30483024,ENSG00000222701,Y_RNA
chr16,30483979,30534888,ENSG00000005844.19_12,ITGAL
chr16,30488501,30500674,ENSG00000261346.1_11,ENSG00000261346
chr16,30491909,30492667,ENSG00000260487.1_11,ENSG00000260487
chr16,30494456,30494516,ENSG00000251706,RNU7-61P
chr16,30510087,30510875,ENSG00000261332.1_10,ENSG00000261332
chr16,30515240,30515322,ENSG00000266305,MIR4518
chr16,30535325,30538142,ENSG00000169957.10_8,ZNF768
chr16,30537244,30546173,ENSG00000261459.1_12,ENSG00000261459
chr16,30538239,30539615,ENSG00000278922.1_8,ENSG00000278922
chr16,30541688,30546668,ENSG00000169955.8_10,ZNF747
chr16,30546073,30548470,ENSG00000235560.4_12,ZNF747-DT
chr16,30548523,30549552,ENSG00000260494.1_9,ENSG00000260494
chr16,30565085,30569695,ENSG00000169951.10_11,ZNF764
chr16,30580993,30584055,ENSG00000229809.9_9,ZNF688
chr16,30583360,30595181,ENSG00000239791.2_11,ENSG00000239791
chr16,30585061,30597090,ENSG00000197162.10_11,ZNF785
chr16,30597228,30619914,ENSG00000260167.1_8,ENSG00000260167
chr16,30598983,30599241,ENSG00000261588.1_9,ENSG00000261588
chr16,30613879,30635333,ENSG00000156853.13_8,ZNF689
chr16,30621532,30621672,ENSG00000289491.1_1,ENSG00000289491
chr16,30626577,30627000,ENSG00000260678.1_7,ENSG00000260678
chr16,30635606,30636035,ENSG00000261680.1_7,ENSG00000261680
chr16,30638297,30638499,ENSG00000260113.3_9,ENSG00000260113
chr16,30645828,30646893,ENSG00000288983.2_2,ENSG00000288983
chr16,30662038,30667734,ENSG00000156858.12_8,PRR14
chr16,30669752,30682131,ENSG00000156860.16_12,FBRS
chr16,30686621,30686723,ENSG00000252074,RNU6-416P
chr16,30709025,30710379,ENSG00000261840.5_12,ENSG00000261840
chr16,30709530,30752730,ENSG00000080603.17_10,SRCAP
chr16,30712658,30712756,ENSG00000222287,RNU6-1043P
chr16,30715388,30756490,ENSG00000282034.1_14,ENSG00000282034
chr16,30721858,30721986,ENSG00000206755,SNORA30
chr16,50441095,50580258,ENSG00000260573.4_12,ENSG00000260573
chr16,50532072,50532141,ENSG00000252077,SNORD112
chr16,50582307,50683160,ENSG00000140807.7_7,NKD1
chr16,50585735,50587851,ENSG00000260029.2_11,ENSG00000260029
chr16,50589266,50592630,ENSG00000278909.1_8,ENSG00000278909
chr16,50639987,50647595,ENSG00000205414.1_10,ENSG00000205414
chr16,50698814,50705550,ENSG00000260249.3_11,ENSG00000260249
chr16,50700211,50715264,ENSG00000167208.16_9,SNX20
chr16,50727499,50766988,ENSG00000167207.15_14,NOD2
chr16,50746755,50747500,ENSG00000270120.1_9,ENSG00000270120
chr16,50761328,50776726,ENSG00000261644.3_12,CYLD-AS1
chr16,50775961,50835846,ENSG00000083799.18_14,CYLD
chr16,50776216,50776288,ENSG00000264947,hsa-mir-3181
chr16,50817770,50837249,ENSG00000260616.6_11,ENSG00000260616
chr16,50840579,50841540,ENSG00000261703.1_6,LINC02168
chr16,50873928,50934974,ENSG00000261241.8_10,LINC02128
chr16,50890525,50913189,ENSG00000260042.1_11,ENSG00000260042
chr16,50903366,50903486,ENSG00000199771.1_2,RNA5SP426
chr16,50441095,50580258,ENSG00000260573.4_12,ENSG00000260573
chr16,50532072,50532141,ENSG00000252077,SNORD112
chr16,50582307,50683160,ENSG00000140807.7_7,NKD1
chr16,50585735,50587851,ENSG00000260029.2_11,ENSG00000260029
chr16,50589266,50592630,ENSG00000278909.1_8,ENSG00000278909
chr16,50639987,50647595,ENSG00000205414.1_10,ENSG00000205414
chr16,50698814,50705550,ENSG00000260249.3_11,ENSG00000260249
chr16,50700211,50715264,ENSG00000167208.16_9,SNX20
chr16,50727499,50766988,ENSG00000167207.15_14,NOD2
chr16,50746755,50747500,ENSG00000270120.1_9,ENSG00000270120
chr16,50761328,50776726,ENSG00000261644.3_12,CYLD-AS1
chr16,50775961,50835846,ENSG00000083799.18_14,CYLD
chr16,50776216,50776288,ENSG00000264947,hsa-mir-3181
chr16,50817770,50837249,ENSG00000260616.6_11,ENSG00000260616
chr16,50840579,50841540,ENSG00000261703.1_6,LINC02168
chr16,50873928,50934974,ENSG00000261241.8_10,LINC02128
chr16,50890525,50913189,ENSG00000260042.1_11,ENSG00000260042
chr16,50903366,50903486,ENSG00000199771.1_2,RNA5SP426
chr16,50441095,50580258,ENSG00000260573.4_12,ENSG00000260573
chr16,50532072,50532141,ENSG00000252077,SNORD112
chr16,50582307,50683160,ENSG00000140807.7_7,NKD1
chr16,50585735,50587851,ENSG00000260029.2_11,ENSG00000260029
chr16,50589266,50592630,ENSG00000278909.1_8,ENSG00000278909
chr16,50639987,50647595,ENSG00000205414.1_10,ENSG00000205414
chr16,50698814,50705550,ENSG00000260249.3_11,ENSG00000260249
chr16,50700211,50715264,ENSG00000167208.16_9,SNX20
chr16,50727499,50766988,ENSG00000167207.15_14,NOD2
chr16,50746755,50747500,ENSG00000270120.1_9,ENSG00000270120
chr16,50761328,50776726,ENSG00000261644.3_12,CYLD-AS1
chr16,50775961,50835846,ENSG00000083799.18_14,CYLD
chr16,50776216,50776288,ENSG00000264947,hsa-mir-3181
chr16,50817770,50837249,ENSG00000260616.6_11,ENSG00000260616
chr16,50840579,50841540,ENSG00000261703.1_6,LINC02168
chr16,50873928,50934974,ENSG00000261241.8_10,LINC02128
chr16,50890525,50913189,ENSG00000260042.1_11,ENSG00000260042
chr16,50903366,50903486,ENSG00000199771.1_2,RNA5SP426
chr17,25783474,25953464,ENSG00000141068.15_11,KSR1
chr17,25853412,25854249,ENSG00000263368.1_8,MSANTD3P1
chr17,25939614,25940277,ENSG00000266853.1_5,ITM2BP1
chr17,25950390,25967803,ENSG00000266728.5_13,ENSG00000266728
chr17,25952510,25953464,ENSG00000266872.1_10,ENSG00000266872
chr17,25956824,25976586,ENSG00000168961.17_15,LGALS9
chr17,25978360,25992738,ENSG00000265788.2_9,NOS2P1
chr17,25993775,25999829,ENSG00000265041.1_11,ENSG00000265041
chr17,26002920,26003023,ENSG00000266771.1_7,ENSG00000266771
chr17,26004831,26005113,ENSG00000264240.1_6,CPDP1
chr17,26009502,26009763,ENSG00000264689.1_7,ENSG00000264689
chr17,26010972,26011170,ENSG00000263604.1_7,ENSG00000263604
chr17,26029938,26030241,ENSG00000263472,RN7SL576P
chr17,26034204,26034276,ENSG00000265833.1_7,ENSG00000265833
chr17,26035137,26035164,ENSG00000266416.1_7,ENSG00000266416
chr17,26073158,26081980,ENSG00000266786.1_5,LGALS9DP
chr17,26083792,26127555,ENSG00000007171.19_13,NOS2
chr17,26125832,26220391,ENSG00000266202.1_11,ENSG00000266202
